Text	Date	Favorites	Retweets	Tweet_ID
Θα πάω στην εκκλησία στην Αϊόβα σήμερα το πρωί με τη γυναίκα μου, τη Μελάνια. Μετά την εκκλησία θα κάνω δύο ομιλίες και θα περιοδεύσω στο Κράτος! 	1/31/16 7:49	9605	2503	6.93778e+17
. Το @ bobvanderplaats είναι ένας συνολικός ψεύτικος και απατεώνας. Όταν δεν θα του έδινα δωρεάν δωμάτια ξενοδοχείου και πολλά άλλα, ενέκρινε τον Κρουζ. @foxandfriends 	1/31/16 7:42	4281	1362	6.93776e+17
. @ Ο bobvanderplaats μου ζήτησε να κάνω μια εκδήλωση. Οι άνθρωποι που πραγματοποίησαν την εκδήλωση με κάλεσαν να πω ότι ήθελε 100.000 $ για τον εαυτό του. Phony @foxandfriends 	1/31/16 7:36	4112	1408	6.93775e+17
. Το @ bobvanderplaats είναι ένας απολύτως ψεύτικος και ανέντιμος τύπος. Μου ζήτησε ακριβά δωμάτια ξενοδοχείου, δωρεάν (και άλλα). Είπα πληρωμή και ενέκρινε τον Κρουζ! 	1/31/16 7:31	4199	1373	6.93773e+17
"Η εκστρατεία Cruz εξέδωσε μια ανέντιμη και παραπλανητική έξοδο από τη διαφήμιση ψήφου που καλεί τους ψηφοφόρους ""σε παραβίαση"". Τώρα βρίσκονται υπό έρευνα. Κακό! "	1/31/16 7:22	6666	2841	6.93771e+17
ΚΑΝΕΤΕ ΤΗΝ ΑΜΕΡΙΚΗ ΜΕΓΑΛΥΤΕΡΗ ΑΠΟ!  #IACaucus #CaucusForTrump  http://www.donaldjtrump.com/scheduleÃ¥ÃŠpic.twitter.com/IrrzLCa2ev 	1/30/16 11:29	6950	2972	6.93471e+17
#IACaucus #CaucusForTrump  #iCaucused #iVoting  https://www.youtube.com/watch?v=_Otk1FRbNR8&feature=youtu.beÃ¥ÃŠâ € ^^Ã›_ 	1/30/16 10:31	4655	1952	6.93457e+17
Θέλω να ευχαριστήσω τους ευαγγελικούς Χριστιανούς για τη θερμή αγκαλιά που έχω λάβει στο ίχνος της καμπάνιας. Βίντεο: https://www.facebook.com/DonaldTrump/videos/10156583412010725/Ã¥ÃŠâ € ^^Ã›_ 	1/30/16 9:05	8497	2824	6.93435e+17
Θα είμαι στην Αϊόβα όλη την ημέρα και μέχρι την Τρίτη το πρωί. Τέλος, μετά από τόσα χρόνια παρακολούθησης της ηλιθιότητας, θα κάνουμε την ΑΜΕΡΙΚΗ ΜΕΓΑΛΗ ΑΛΛΗ! 	1/30/16 7:38	16445	5633	6.93413e+17
Η Χίλαρι Κλίντον αποτελεί μείζονα κίνδυνο εθνικής ασφάλειας. Όχι προεδρικό υλικό! 	1/29/16 22:52	19374	8491	6.93281e+17
ΕΥΧΑΡΙΣΤΩ σε όλους τους απίστευτους εθελοντές, πίσω από τα παρασκήνια στην Αϊόβα! #CaucusForTrump https://www.facebook.com/DonaldTrump/posts/10156585686910725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/EY0wNYv9XD 	1/29/16 21:43	9576	3087	6.93263e+17
"""@gigglemitz: @GeraldoRivera @FoxNews η αλεπού είναι πραγματικά σαν μωρό σήμερα. Υποθέτω ότι ο Τραμπ έπεσε κάτω από το δέρμα τους - αρκετά προκατειλημμένος! "	1/29/16 21:00	5937	1817	6.93252e+17
"""@classyexplorer: @oreillyfactor @DRUDGE Λοιπόν Μπιλ αν η Αμερική ήταν τόσο μακρά για να μάθει περισσότερα για τους υποψηφίους γιατί η απώλεια κοινού 50 τοις εκατό;"" "	1/29/16 20:57	5527	1756	6.93252e+17
Ανυπομονώ για ένα υπέροχο Σαββατοκύριακο στην Αϊόβα! #IACaucus #CaucusForTrump  Εισιτήρια: http://www.donaldjtrump.com/scheduleÃ¥ÃŠpic.twitter.com/xZlwspf6xe 	1/29/16 20:54	5273	1905	6.93251e+17
. @ oreillyfactor Οι λαοί της Αϊόβα λατρεύουν το γεγονός ότι ενέμεινα για τα δικαιώματά μου, όπως θα κάνω και για τις ΗΠΑ. Έλαβα επίσης 6.000.000 δολάρια για την ΕΕΚ μας! 	1/29/16 20:41	8961	2933	6.93248e+17
. @ Το FoxNews είναι το μόνο δίκτυο που δεν αναφέρει καν την πολύ επιτυχημένη εκδήλωσή μου χθες το βράδυ. 6.000.000 $ συγκεντρώθηκαν σε μία ώρα για την ΕΕΚ μας. 	1/29/16 20:31	10484	3767	6.93245e+17
Εκπληκτικό που ο Τεντ Κρουζ δεν μπορεί καν να πάρει έναν γερουσιαστή όπως ο @BenSasse, ο οποίος είναι εύκολο να τον υποστηρίξει. Κανένας γερουσιαστής δεν υποστηρίζει το Canada Ted! 	1/29/16 20:25	5924	1984	6.93244e+17
. @ Το BenSasse μοιάζει περισσότερο με έναν αρουραίο γυμναστικής από έναν γερουσιαστή των ΗΠΑ. Πώς διάλεξε ποτέ; @greta 	1/29/16 20:15	4398	1453	6.93241e+17
Η μεγάλη πολιτεία της Νεμπράσκα μπορεί να κάνει πολύ καλύτερα από ό, τι ο @BenSasse ως γερουσιαστής σας. Τον είδα στο @greta - εντελώς αναποτελεσματικό. Θέλει να πληρώσει για pols. 	1/29/16 20:10	4335	1387	6.9324e+17
Η νέα έκδοση e-mail είναι μια καταστροφή για τη Χίλαρι Κλίντον. Τουλάχιστον, πώς μπορεί κάποιος με τόσο κακή κρίση να είναι ο επόμενος πρόεδρος μας; 	1/29/16 18:51	13430	5511	6.9322e+17
Σας ευχαριστώ για όλη την υποστήριξή σας Iowa!  #MakeAmericaGreatAgain # Trump2016  #IACaucus finder: https://www.donaldjtrump.com/iowa/caucus-finder/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/fQAxuMe01b 	1/29/16 16:26	6471	2455	6.93183e+17
Λένε ότι αν συμμετείχα στη χθεσινή συζήτηση του Fox, θα είχαν 12 εκατομμύρια περισσότερα και θα είχαν σπάσει το ρεκόρ όλων των εποχών. 	1/29/16 15:40	9009	2669	6.93172e+17
Ευχαριστώ, Αμερική! # Τραμπ2016  Μέσω @ DRUDGE_REPORTpic.twitter.com / hVa0gJiBNz 	1/29/16 13:53	6322	2435	6.93145e+17
Ελάτε μαζί μου αύριο στο Dubuque, Iowa! #IACaucus # Trump2016https: //www.eventbrite.com/e/donald-j-trump-in-dubuque-ia-tickets-21041629079? Aff = Ã ¥ ÃŠâ € ° Ã ›_ 	1/29/16 13:33	4162	1480	6.9314e+17
Ευχαριστώ - Νάσουα, Νιού Χάμσαϊρ!  #MakeAmericaGreatAgain # Trump2016  https://www.facebook.com/DonaldTrump/posts/10156584214900725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/9h8CgrCXGB 	1/29/16 13:27	4411	1387	6.93138e+17
"""Κάθε Αμερικανός πρέπει να πει 2 απλές λέξεις σε κάθε κτηνίατρο που συναντούν: ΕΥΧΑΡΙΣΤΩ!"" Τζον Γουέιν Γουίλντινγκ  https://www.facebook.com/DonaldTrump/posts/10156584028145725:0Ã¥ÃŠâ € ^^Ã›_ "	1/29/16 12:23	7419	2763	6.93122e+17
Ευχαριστώ!  Ο Mitchell FOX2 Michigan Poll βρίσκει ότι ο Τραμπ κατέχει το προβάδισμα 3-1 έναντι των κοντινότερων αντιπάλων του GOP.  Trump 47% Κλίντον 43% pic.twitter.com / xpaeV0YzGV 	1/29/16 12:02	10038	3998	6.93117e+17
Υπέροχη δημοσκόπηση στο Twitter- και δεν ήμουν καν εκεί. Ευχαριστώ! # GOPDebatepic.twitter.com / yLJGkoOeBg 	1/29/16 9:43	8917	3177	6.93082e+17
Ετοιμάζεται να απογειωθεί για Nashua, New Hampshire. Μεγάλο πλήθος, θα είναι σύντομα εκεί. Διασκέδαση! 	1/29/16 8:45	6194	1554	6.93067e+17
Η Αϊόβα ήταν καταπληκτική χθες το βράδυ. Η εκδήλωση δεν θα μπορούσε να λειτουργήσει καλύτερα. Συγκεντρώσαμε 6.000.000 $ για τους υπέροχους κτηνιάτρους μας. Ήταν τόσο χαρούμενοι και περήφανοι 	1/29/16 8:42	13599	4201	6.93067e+17
Σας ευχαριστούμε για το ενδιαφέρον και την υποστήριξή σας τις τελευταίες νύχτες #GOPDebate! #IACaucus finder: https://www.donaldjtrump.com/iowa/caucus-finder/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/yadQiPC49g 	1/29/16 8:00	5979	1948	6.93056e+17
Καλημέρα Αμερική! Σας ευχαριστούμε για όλη την υποστήριξή σας στην τελευταία δημοσκόπηση της Drudge! https://www.facebook.com/DonaldTrump/posts/10156583139705725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/yUTtLnALxy 	1/29/16 7:55	10026	4073	6.93055e+17
Σας ευχαριστούμε για την υποστήριξή σας! Http://www.usnews.com/news/blogs/run-2016/2016/01/28/with-his-absence-trump-dominat-another-debateÃ¥ÃŠâ € ›_ 	1/29/16 1:19	7008	2216	6.92955e+17
Ευχαριστώ, Αμερική! Https: //twitter.com/googletrends/status/692933821944176640Ã¥ÃŠâ € 	1/29/16 1:10	4889	1599	6.92953e+17
#IACaucus â € ¢ ›2/1/2016 â € Ã› Â ¢ 6:30 μ.μ.  #MakeAmericaGreatAgain!  Iowa caucus finder: https://www.donaldjtrump.com/iowa/caucus-finder/Ã¥ÃŠâ € ^^Ã›_ # GOPDebatepic.twitter.com / HLuyCcuLcp 	1/29/16 0:40	4787	2209	6.92945e+17
Σας ευχαριστώ για τα ευγενικά λόγια απόψε, @OMAROSA. Ησουν ΥΠΕΡΟΧΟΣ! Τα λέμε σύντομα! 	1/29/16 0:29	4662	1075	6.92943e+17
Θα φροντίσω τους βετεράνους που έχουν υπηρετήσει με τόλμη αυτή τη χώρα.  #Σε ευχαριστώ βίντεο: https://www.facebook.com/DonaldTrump/videos/10156581958480725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/WMR7jnmsyz 	1/29/16 0:17	11088	3907	6.9294e+17
Μια απίστευτη βραδιά στην Αϊόβα με τους υπέροχους βετεράνους μας! Συγκεντρώσαμε 6.000.000,00 $ ενώ οι πολιτικοί μίλησαν! #GOPDebate 	1/28/16 22:54	23545	9793	6.92919e+17
Παρακολουθώντας τον προκατειλημμένο Charles @krauthammer, έναν @FoxNews flunky που δεν ήξερε ότι κέρδισα κάθε συζήτηση, ιδιαίτερα - την τελευταία. Ελέγξτε τις δημοσκοπήσεις! 	1/28/16 19:18	8442	2396	6.92864e+17
"""Donald Trump Hands Bill Oâ € Ã› ÂªReilly Cable TV Viewership Win ""- @ deadline-http: //bit.ly/1nBzZraÃ¥ÃŠ "	1/28/16 17:58	4991	1597	6.92844e+17
# Trump2016 #IACaucus Finder:  https://www.donaldjtrump.com/iowa/caucus-finder/ÃubÃŠâ € ^^Ã›_pic.twitter.com/gicaoEOFCC 	1/28/16 17:45	4373	1519	6.92841e+17
Ακούω ότι ο άντρας του @ SenTedCruz, ο Ρόμπερτ Μέρσερ, ένας καλός άνθρωπος, είναι πολύ θυμωμένος επειδή ο Κρουζ του είπε ψέματα για την εκκαθάριση των συμμετοχών του (Ted) .; 	1/28/16 14:52	6615	2643	6.92797e+17
20 πιο αναμενόμενα εγκαίνια ξενοδοχείων του 2016: Trump International Hotel, Ουάσινγκτον ° ÃŠâ € Ã ›_ 	1/28/16 14:39	4676	1370	6.92794e+17
Δημοσκοπήσεις Τενεσί GOP  http: //www.MTSUPoll.orgÃ¥ÃŠ  Τραμπ 32,7%  Cruz 16,5%  Carson 6,6%  Rubio 5,3%  Κρίστι 2,4%  Jeb 1,6% 	1/28/16 12:51	8587	3104	6.92767e+17
Είναι μεγάλη μου τιμή να υποστηρίζω τους Βετεράνους μας μαζί σας! Μπορείτε να εγγραφείτε τώρα. Ευχαριστώ! # Trump4Vets  http: //www.DonaldTrumpForVets.comÃ¥ÃŠ 	1/28/16 12:32	13318	5287	6.92762e+17
# Trump2016 #IACaucus Finder:  https://www.donaldjtrump.com/iowa/caucus-finder/ÃubÃŠâ € ^^Ã›_pic.twitter.com/1vjCHYYlzU 	1/28/16 10:50	4176	1468	6.92736e+17
Το να είναι πολιτικά σωστό απαιτεί πολύ χρόνο. Έχουμε πολλά να κάνουμε! # Τραμπ2016 https://www.facebook.com/DonaldTrump/videos/10156578576285725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/fkgkcVxVo7 	1/28/16 10:44	10814	4224	6.92735e+17
â € Ã ›Ã Τι χρειάζεται η Αμερική: Η υπόθεση για τον Τραμπâ € Ã› Â Ένα υπέροχο νέο βιβλίο από τον αξιότιμο Jeffrey Lord @ JeffJlpa1 Διαθέσιμο τώρα. http://www.amazon.com/s/ref=nb_sb_ss_i_2_13?url=search-alias%3Dstripbooks&field-keywords=jeffrey+lord+what+america+needs&sprefix=Jeffrey+Lord+%2Cstripbooks%2C164Ã¥ÃŠâ € ›_ 	1/28/16 10:03	4130	1414	6.92725e+17
"""@GmoneyRainmaker: Ελπίζω ότι το @CNN θα έχει αρκετό εύρος ζώνης απόψε γιατί δεν θα παρακολουθούν πολλοί το @FoxNews. Παρακολουθώντας το Trump απόψε #GOPDebate"" "	1/28/16 9:00	7476	2590	6.92709e+17
"""@rkirchmeyer: Έτσι η @megynkelly φέρνει το #MichaelMoore για να προσθέσει αξιοπιστία στον αγώνα της με το @realDonaldTrump; #FoxNews #ROGERAILES"" "	1/28/16 8:30	4630	1703	6.92701e+17
"""@ BradCross4: @Drudge_Report_ @realDonaldTrump pic.twitter.com/Ur1qgG291Z"" "	1/28/16 8:29	7660	5185	6.92701e+17
"""@ chgardens1: @mitchellvii Παθιασμένη προσπάθεια δωροδοκίας @realDonaldTrump Δεν μπορεί να αγοραστεί"" "	1/28/16 8:27	3912	1123	6.927e+17
"Η ""συζήτηση"" απόψε θα είναι μια απόλυτη καταστροφή - οι χαμηλές βαθμολογίες με τους διαφημιστές και τα ποσοστά διαφήμισης να πέφτουν σαν ροκ. Μισώ να το βλέπω αυτό. "	1/28/16 8:20	9594	3153	6.92699e+17
"""@laurencristmann: @realDonaldTrump γιατί έχουν τόσες πολλές συζητήσεις φέτος; Επίσης, γιατί εξακολουθεί να επιτρέπεται στον Cruz να τρέχει, δεν έχει δικαίωμα"" "	1/28/16 8:07	4539	1325	6.92696e+17
"""@hollywoodJV: @realDonaldTrump Κύριε Τραμπ, γιατί ο Κρουζ μισεί τόσο πολύ τον Καναδά. Πρέπει να αγκαλιάσει τις ρίζες του, είναι μια υπέροχη χώρα"" Αλήθεια! "	1/28/16 7:10	4640	1377	6.92681e+17
Ουάου, δύο υποψήφιοι κάλεσαν χθες το βράδυ και είπαν ότι θέλουν να πάνε στην εκδήλωσή μου απόψε στο Drake University. 	1/28/16 6:56	9988	3444	6.92678e+17
"""@ michaelG4NY: νέα @nbcnews δημοσκόπηση του WSJ δείχνει το @realDonaldTrump να ξεπερνά το @tedcruz στην # Αϊόβα. http://www.nbcnews.com/meet-the-press/trump-strong-three-early-states-clinton-sanders -battle-poll-n505516Ã ¥ ÃŠâ € ° Ã ›_"" Τέλεια! "	1/28/16 6:46	3806	1246	6.92675e+17
"""@Rick_Gobbi: @realDonaldTrump ... Κρατήστε ψηλά έναν καθρέφτη, ώστε οι κάμερες δικτύου να δείχνουν πόσο μεγάλο είναι το πλήθος."" ΥΠΕΡΟΧΗ ΙΔΕΑ! "	1/28/16 6:44	4120	1186	6.92675e+17
"""@Plazzmatic: @realDonaldTrump @danpgabriel Φαίνεται ότι οι διαφημιστές θέλουν τον Τραμπ, ξέρει τι κάνει. "	1/28/16 6:43	3368	917	6.92674e+17
"""@_HankRearden: Σεβόμουν το Cruz ppl μέχρι αυτό το ψέμα. Είμαστε κουρασμένοι από αυτό από την πλευρά σας. 1949z @ steph93065 pic.twitter.com/4K3u8JURiH"" ΟΧΙ! "	1/28/16 6:42	3317	1222	6.92674e+17
"""@dukeofbc: @megynkelly συζήτηση Κρουζ ένα προς ένα. Θα του έλεγα απλώς ότι θα ήταν απασχολημένος με την προεδρία των ΗΠΑ, όχι του Καναδά "	1/28/16 6:41	3332	919	6.92674e+17
"""@CJCboi: @DRJAMESCABOT @realDonaldTrump @DanScavino @Carolde @PlaysTrumpCard Έλεγξα το πορτοφόλι ΣΑΣ τελευταία, κύριε Άιλς;"" "	1/28/16 6:39	2873	1005	6.92673e+17
"""@HaloOneForTrump: Το @foxnews κερδίζει #YUGE επιτυχία στα διαφημιστικά έσοδα βιδώνοντας το @realDonaldTrump ROFL! Https://twitter.com/CJCboi/status/692657846849269764Ã¥ÃŠâ € ^^Ã›_"" "	1/28/16 6:39	2587	835	6.92673e+17
"""@ Davejager1: @creta_r 9 μμ κανάλι 70 CNN Θα παρακολουθώ τον Τραμπ απόψε. Θέλω να έχω ένα άτομο στον Λευκό Οίκο που να μην παίρνει BS."" "	1/28/16 6:38	4076	1274	6.92673e+17
"""@HenryOray: @CNNPolitics @tedcruz @realDonaldTrump καταπολεμά τη διαφθορά. Οι μεγάλοι δωρητές ανέλαβαν τον Cruz. Όχι στους δωρητές"" "	1/28/16 6:37	3049	950	6.92673e+17
"""@ gene70: @FireFlyFury @megynkelly @realDonaldTrump Και αυτό είναι το bimbo που θέτει προεδρικές ερωτήσεις; pic.twitter.com/oU1uUGnuWb"" "	1/28/16 6:36	11454	5621	6.92673e+17
"""@ splashpoint50: @realDonaldTrump Η ομάδα υποστήριξης του ReTrumplican Trump με 9500 μέλη λέει ότι το 97% δεν θα παρακολουθήσει τη συζήτηση απόψε!"" "	1/28/16 6:34	4378	1328	6.92672e+17
"""@creta_r: @realDonaldTrump Ανυπομονώ να παρακολουθήσω το ράλι του Ντόναλντ Τραμπ την Πέμπτη το βράδυ στο CNN !!"" "	1/27/16 23:26	6443	2099	6.92564e+17
# Trump2016 #IACaucus Finder:  https://www.donaldjtrump.com/iowa/caucus-finder/ÃubÃŠâ € ^^Ã›_pic.twitter.com/thNiQh0nY6 	1/27/16 23:04	3887	1380	6.92559e+17
Στην Γκρέτα, το 87% των ανθρώπων είπε ότι δεν θα παρακολουθούσαν τη συζήτηση εάν δεν έχω συμμετάσχει. Ουάου - τι τιμή! 	1/27/16 22:41	12555	4127	6.92553e+17
Τα ποσοστά διαφήμισης της συζήτησης FOX πέφτουν σαν ροκ! Συντονιστείτε στην ειδική μου εκδήλωση για τους Βετεράνους στις 21:00 EST! 	1/27/16 22:34	11035	4145	6.92551e+17
Ευχαριστώ - Λέξινγκτον, Νότια Καρολίνα!  # Trump2016 #MakeAmericaGreatAgain  https://www.facebook.com/DonaldTrump/posts/10156578006175725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/upAo2eDDVB 	1/27/16 22:00	5918	1909	6.92543e+17
Ήταν η παιδαριώδης γραπτή και χλευαστική δήλωση δημοσίων σχέσεων της Fox που με έκανε να μην κάνω τη συζήτηση, περισσότερο από τον ελαφρύ δημοσιογράφο, @megynkelly. 	1/27/16 17:49	14117	5025	6.9248e+17
Θα μου πάρει συνέντευξη στο @oreillyfactor απόψε στις 8:00 μ.μ. (Ανατολικός). Απολαμβάνω! 	1/27/16 17:00	7280	2031	6.92467e+17
Αυτοχρηματοδοτώ την εκστρατεία μου, οπότε δεν οφείλω τίποτα σε λομπίστες και ειδικά ενδιαφέροντα. https://www.facebook.com/DonaldTrump/videos/10156574346040725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/5f7zFDiVsN 	1/27/16 16:21	13396	4699	6.92457e+17
Παρόλο που τον νίκησα στις πρώτες έξι συζητήσεις, ειδικά στην τελευταία, ο Τεντ Κρουζ θέλει να με συζητήσει ξανά. Μπορούμε να το κάνουμε στον Καναδά; 	1/27/16 14:33	20603	7517	6.9243e+17
Μόλις άκουσα τον Rush Limbaugh - ο τύπος είναι φανταστικός! 	1/27/16 14:01	8628	2464	6.92422e+17
Η δήλωση που εκδόθηκε χθες από το @FoxNews ήταν ντροπή για καλές εκπομπές και δημοσιογραφία. Ποιος θα έλεγε κάτι τόσο άσχημο & χαζός 	1/27/16 8:02	15325	4970	6.92332e+17
Αρνούμαι να αποκαλέσω τη Megyn Kelly ως bimbo, γιατί αυτό δεν θα ήταν πολιτικά σωστό. Αντ 'αυτού, θα την αποκαλέσω μόνο μια ελαφριά δημοσιογράφος! 	1/27/16 6:44	20275	7255	6.92312e+17
CBS's FACE THE NATION - Δημοσιεύει το μεγαλύτερο κοινό από το 2001  # Trump2016 # MakeAmericaGreatAgainpic.twitter.com / TzZx97FU1n 	1/26/16 23:40	6871	2443	6.92206e+17
Batch.Twitter.com/SMT KL pi BYD 	1/26/16 21:26	18378	8427	6.92172e+17
Φοβερή προσπάθεια από το @foxnews να προσπαθήσει να δημιουργήσει αξιολογήσεις για το #GOPDebate. Χωρίς εμένα δεν θα είχαν βαθμολογίες! Http: //www.mediaite.com/online/fox-news-responds-to-trumps-latest-twitter-poll-with-first-rate-trolling/Ã¥ÃŠâ € ° Ã ›_ 	1/26/16 17:43	11432	3982	6.92116e+17
Ευχαριστώ, Αμερική!  #MakeAmericaGreatAgain # Trump2016pic.twitter.com / 7xxWD0au9H 	1/26/16 16:55	11223	4330	6.92104e+17
"""Το Trump δείχνει την πλήρη κυριαρχία της συνομιλίας στο Facebook"" http://www.usatoday.com/story/news/politics/onpolitics/2015/12/28/trump-complete-domination-facebook-conversation/77967664/Ã¥ÃŠâ € ° Ã ›_ "	1/26/16 16:17	5714	1910	6.92094e+17
"""Minorities Line Up Behind Donald Trump"" # Trump2016  http://mobile.wnd.com/2015/12/minorities-line-up-behind-donald-trump/Ã¥ÃŠâ € ^^Ã›_ "	1/26/16 16:14	5573	2060	6.92093e+17
ΕΥΧΑΡΙΣΤΩ! # Τραμπ2016  #IACaucus finder: https://www.donaldjtrump.com/iowa/caucus-finder/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/CxqTh61ssz 	1/26/16 14:51	6178	2639	6.92072e+17
Πιστεύετε ότι το @SenTedCruz γνωρίζει για τις συναλλαγές @bobvanderplaats; Στην πραγματικότητα, το αμφιβάλλω! 	1/26/16 13:40	3436	993	6.92054e+17
Πρέπει να κάνω το #GOPdebate; https://www.instagram.com/p/BBAvs0rmheW/Ã¥ÃŠ 	1/26/16 13:05	5581	3424	6.92046e+17
. @ Ο bobvanderplaats με παρακάλεσε να κάνω μια εκδήλωση ζητώντας από τους διοργανωτές 100.000 $ για τον εαυτό του - Ã «κακός! 	1/26/16 13:03	3628	1272	6.92045e+17
Μεγάλη τιμή - Ο Rev. Jerry Falwell Jr. του Πανεπιστημίου Liberty, ένας από τους πιο σεβαστούς θρησκευτικούς ηγέτες στο έθνος μας, μόλις ενέκρινε! 	1/26/16 11:55	10129	3581	6.92028e+17
#MakeAmericaGreatAgain # Trump2016https: //www.washingtonpost.com/news/post-politics/wp/2016/01/26/evangelical-leader-jerry-falwell-jr-endorses-trump/ _ 	1/26/16 11:44	4688	1808	6.92025e+17
Για τους σπουδαίους ανθρώπους της Αϊόβα, βρείτε την τοποθεσία #IACaucus στη διεύθυνση https://www.donaldjtrump.com/iowa/caucus-finder/Ã¥ÃŠâ € ^^Ã›_ - τόσο σημαντικό να ψηφίσετε! #MakeAmericaGreatAgain 	1/26/16 11:16	4081	1746	6.92018e+17
Γιατί ο phony @bobvanderplaats δεν λέει στους οπαδούς του όλες τις ώρες που του ζήτησε να μείνει στα ξενοδοχεία μου και την οικογένειά του - δεν του άρεσε να πληρώνει 	1/26/16 10:55	4188	1399	6.92013e+17
Θα τελειώσω τον κοινό πυρήνα. Είναι μια καταστροφή.  https://www.facebook.com/DonaldTrump/videos/10156570856100725/Ã¥ÃŠâ € ^^Ã›_  #MakeAmericaGreatAgain # Trump2016pic.twitter.com / r0Sc6zm80I 	1/26/16 10:04	9490	3834	6.92e+17
"""@ puttster71: @bobvanderplaats Ο επόμενος πρόεδρος δεν είναι στη σκηνή σας. Ο @realDonaldTrump είναι ο επόμενος πρόεδρος."" "	1/26/16 9:35	3159	836	6.91993e+17
"""@AynsFriend: @bobvanderplaats CRUZ ΕΓΙΝΕ @CNN @ChrisCuomo"" "	1/26/16 9:33	2655	759	6.91992e+17
"""@xXFlame:. @ bobvanderplaats Το Idiot Bob Plaats στο CNN ΔΕΝ ΑΠΟΡΡΙΒΕΤΑΙ! Οι αξιολογήσεις ευφορίας του Cruz είναι 0%, ΔΕΝ ΕΙΝΑΙ ΜΙΑ ΑΓΑΠΗ. ΨΗΦΟΦΟΡΙΑ! "	1/26/16 9:33	3082	875	6.91992e+17
"""@realDonaldTrump χτυπά νέα ύψη στην εθνική δημοσκόπηση στο 41%"" pic.twitter.com/1Tzszrkh4j "	1/26/16 7:53	6899	3017	6.91967e+17
"""Ο Ντόναλντ Τραμπ διατηρεί το εθνικό προβάδισμα σε νέα δημοσκόπηση ABC News / WaPo με 37%: http://abcn.ws/1QyqpQYÃ¥ÃŠ""pic.twitter.com/6Uaecpwqwm "	1/26/16 7:51	4397	1686	6.91967e+17
Θα έχω συνέντευξη από το @MariaBartiromo στο @MorningsMaria @FoxBusiness στις 7:30 π.μ. Απολαμβάνω. 	1/26/16 6:17	2803	675	6.91943e+17
"""@laurencristmann: @Sharp_Trident @megynkelly με κάνει να μην θέλω να παρακολουθώ τη συζήτηση γιατί ξέρω ότι θα αντιμετωπίσουν άδικα τον Τραμπ"" "	1/26/16 6:14	3008	800	6.91942e+17
Θα κάνω το @GMA @GStephanopoulos σήμερα το πρωί περίπου στις 7:00. Ομοίως, θα κάνω το @Morning_Joe περίπου στις 7:00. Καταλαβέ το! 	1/26/16 5:43	2794	706	6.91934e+17
"""@Sharp_Trident: Μια τεράστια απογοήτευση που βλέπω την @megynkelly να επιτίθεται συνεχώς στον DonaldTrump. Έχει γίνει σχεδόν αφόρητο να παρακολουθεί την παράστασή της."" "	1/26/16 0:09	5077	1556	6.9185e+17
"""@WhiteJacketPink: @MyPresidentme @realDonaldTrump απλώς το google glenn beck bio. Δεν μπορείς να πεις καμία εκπαίδευση, πολύ κακή γραφή. "	1/26/16 0:00	2650	673	6.91848e+17
"""@DittoPost: @realDonaldTrump @ Crusade4Honesty @BornToBeGOP @megynkelly Πιστεύω στον Τραμπ !!!"" "	1/25/16 23:59	2458	601	6.91848e+17
"""@ Crusade4Honesty: @BornToBeGOP @megynkelly Megan δεν μπορεί να περιέχει την προκατάληψή της, είναι σε κάθε παράσταση, οι ιδιοκτήτες Fox Saudi Prince agnstT"" "	1/25/16 23:56	3024	1020	6.91847e+17
"""@JackBurtonReflx: @ jdenino1 @DavidWohl @ss Ακούω τον Glenn Beck και κυριολεκτικά τίποτα που λέει δεν έχει νόημα. Το ίδιο με το The View."" "	1/25/16 23:27	3451	978	6.9184e+17
"""@ Belizediver88: @CNNSitRoom @CNN @megynkelly Δεν θα συμβεί ποτέ. Η Φοξ θα ρίξει την Κέλι αν δεν σημαίνει Τραμπ. Κανείς δεν θα παρακολουθεί χωρίς τον Τραμπ."" "	1/25/16 23:25	3570	1130	6.91839e+17
"""@KurtSchlichter: Ο φίλος μου @ David David ήταν μόλις στην εκπομπή της Megyn Kelly! Σκάβει τον Trump. "	1/25/16 23:21	2784	733	6.91838e+17
"""@ jdenino1: @DavidWohl @realDonaldTrump https://youtu.be/GVU1qvMqk3gÃ¥ÃŠ Ο BECK ήθελε να αυτοκτονήσει μετά τη χειρουργική επέμβαση @ss, είναι σαφώς ανισορροπημένο!"" "	1/25/16 23:15	2383	709	6.91837e+17
Ευχαριστώ - Farmington, New Hampshire! #FITN # Trump2016pic.twitter.com / bJ9Z3qZBQu 	1/25/16 21:28	4377	1442	6.9181e+17
Μόλις προσγειώθηκε στο Νιού Χάμσαϊρ. Θα είναι σύντομα στο χώρο. # ΦΙΤΝ 	1/25/16 18:50	3546	802	6.9177e+17
